id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7960897,Spacious Apt 1 min away from metro,41991048,Philippos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98614,23.72769,Entire home/apt,75,2,119,2019-03-18,2.77,4,291
7963007,Cozy apt. 5' from metro & Acropolis,42010332,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97297,23.73382,Entire home/apt,49,1,262,2019-04-11,5.93,2,21
7964139,Metaxourghio Boutique Apartment,29795728,Alkis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98687,23.71971,Entire home/apt,35,2,160,2019-04-07,3.61,5,302
7985111,Cozy & central room under Acropolis,42010332,Maria,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97233,23.73195,Private room,100,30,3,2016-02-14,0.07,2,90
7999930,New luxury flat in central Athens4,42227866,Sandra,,ΙΛΙΣΙΑ,37.97487,23.7505,Entire home/apt,35,3,80,2018-12-13,2.30,1,167
8026892,5* Penthouse Acropolis View Loft,3622853,Anna&Theo,,ΚΕΡΑΜΕΙΚΟΣ,37.97965,23.71645,Entire home/apt,69,1,61,2019-03-23,1.41,5,307
8029633,penthouse near to the center,42395817,Konstantinos,,ΠΑΓΚΡΑΤΙ,37.96702,23.75174,Entire home/apt,30,1,8,2018-10-01,0.33,1,332
8048220,Penthouse room with view in central Athens,24476686,Alexandros,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99298,23.72974,Private room,20,1,96,2018-10-28,2.45,1,194
8083064,Athens Home 1,42693162,Nikos,,ΠΑΤΗΣΙΑ,38.0146,23.73363,Entire home/apt,28,4,11,2018-12-11,0.32,3,328
8094575,Downtown room near the Acropolis,42746573,Akis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98771,23.7248,Private room,32,2,1,2018-09-14,0.14,4,246
8104229,"Kolonaki Studio-In city center, near metro station",5536625,Phoebe,,ΚΟΛΩΝΑΚΙ,37.97911,23.74419,Entire home/apt,35,1,95,2018-10-31,2.21,1,336
8108147,Modern flat next to the city centre,42811899,Ioannis,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.00689,23.7296,Entire home/apt,38,1,2,2016-05-08,0.05,1,363
8120535,Archaeological museum neighborhood!,42883301,Vassiliki,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98657,23.73699,Entire home/apt,40,5,45,2018-07-12,1.09,1,362
8121174,Center's best affordable location,10003684,Katerina,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99648,23.73027,Entire home/apt,20,4,9,2016-08-31,0.25,1,364
8150001,Central Athens Luxury Apartments 1,39042147,Nestor,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99264,23.72657,Entire home/apt,39,1,233,2019-04-03,5.31,8,271
8181498,"Next to metro,1 bedrooms,Center ATH",43164950,Kostas,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99402,23.72843,Private room,20,1,52,2019-03-29,1.34,2,27
8236519,Διαμερισμα στο Κεντο του Κολωνακιου,3657994,Lampros,,ΚΟΛΩΝΑΚΙ,37.97869,23.74598,Entire home/apt,400,3,0,,,1,363
8247865,Relaxing 50m2 flat near the center,26546569,Cindy & Christophoros,,ΠΑΤΗΣΙΑ,38.01399,23.73104,Entire home/apt,26,1,44,2018-07-29,1.04,1,319
8262175,"Maggy,s confortable appartement",35848715,Maffy,,ΠΑΓΚΡΑΤΙ,37.96773,23.74849,Entire home/apt,120,2,0,,,1,364
8281023,"",43060466,Irene,,ΛΥΚΑΒΗΤΤΟΣ,37.98067,23.74819,Entire home/apt,90,5,0,,,1,365
8281086,Athens studio view Akropolis,43664039,Anastasia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98008,23.72438,Entire home/apt,30,1,53,2019-04-12,5.82,2,322
8281745,Calmans studio center of athehs,43246910,Chrysoula,,ΓΟΥΔΙ,37.98214,23.75678,Entire home/apt,60,3,0,,,1,365
8283023,spacious room in the heart of Athns,32827023,Myrto,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9814,23.73257,Private room,35,1,35,2018-06-10,0.80,1,365
8284313,Central cosy apartment- 100m2,9221085,Thanassis,,ΝΕΑ ΚΥΨΕΛΗ,38.00288,23.74953,Entire home/apt,40,5,0,,,1,362
8288957,Old style by the hill of Αcropolis,43704131,Zouli,,ΠΕΤΡΑΛΩΝΑ,37.97314,23.71597,Entire home/apt,60,2,105,2018-12-09,2.43,1,301
8298431,Room 7th floor. View of Athens,43754644,Matina,,ΚΥΨΕΛΗ,38.00041,23.74224,Private room,15,5,4,2016-08-06,0.09,1,0
8322450,❤of Athens-Kolonaki.Chic studio-7mins walk 2 metro,41710733,Pelly,,ΛΥΚΑΒΗΤΤΟΣ,37.98133,23.74427,Entire home/apt,42,2,33,2019-03-31,0.77,1,361
8326092,One bedroom flat in central Athens,43891712,Christos,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00297,23.72887,Entire home/apt,23,3,111,2019-02-14,2.61,3,341
8338442,Charming Penthouse Apartment,18887487,Aristides,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98955,23.74455,Entire home/apt,38,3,31,2018-12-08,0.73,3,183
8339283,Downtown apartment near  the Acropolis,42746573,Akis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98935,23.7254,Entire home/apt,39,2,32,2018-07-16,0.74,4,246
8339345,"Bright, cheerful two-bedroom",18887487,Aristides,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98859,23.74358,Entire home/apt,45,4,19,2019-03-03,0.45,3,208
8360132,HUGE Apertment near city centre!,44064932,Konstantinos,,ΡΙΖΟΥΠΟΛΗ,38.02598,23.74375,Entire home/apt,60,1,0,,,1,0
8362158,Central Studio,44073929,George,,ΠΑΓΚΡΑΤΙ,37.97179,23.74324,Entire home/apt,30,1,1,2016-03-27,0.03,1,102
8364225,cozy apartment in upscale Pangrati,44085117,Μαριλενα,,ΠΑΓΚΡΑΤΙ,37.9725,23.74989,Entire home/apt,40,1,0,,,1,0
8365419,Acropolis metro - free breakfast - 24hour desk,9985001,Edwardos,,ΖΑΠΠΕΙΟ,37.96763,23.73084,Shared room,22,1,25,2018-07-07,0.72,7,0
8379354,Athens flat 120m metro 3 bedrooms,3600854,Giorgos,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.01969,23.72897,Entire home/apt,69,2,13,2019-01-16,0.34,6,315
8385473,Luxury Penthouse        Athens View,28204634,Kostis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99174,23.75316,Entire home/apt,43,2,80,2019-03-24,1.84,1,338
8397088,ALL TIME CLASSIC,43946661,Natalia,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99829,23.73267,Entire home/apt,40,3,0,,,1,365
8404360,Pristine Apartment below Acropolis,31130941,Ioannis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96336,23.72418,Entire home/apt,89,2,37,2019-03-10,0.88,3,255
8406472,Central&Stylish 4 Bedroom Flat,25731766,Nassos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98763,23.72968,Entire home/apt,51,2,172,2019-03-26,3.99,10,243
8430311,Ζεστό περιβάλλον πλήρως επιπλωμένο.,44395441,George,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98985,23.7635,Entire home/apt,80,1,0,,,1,365
8434336,"Sunny,spacious,panoramic view,6p",44344550,Socrates,,ΠΟΛΥΓΩΝΟ,37.99861,23.75368,Entire home/apt,39,3,2,2017-01-02,0.06,1,364
8491235,-ismos ART EVENTS,26566886,Μαρία-Μερόπη,,ΚΕΡΑΜΕΙΚΟΣ,37.97949,23.7114,Entire home/apt,400,1,0,,,1,357
8498718,"Quite and sunny, central Athens",44753482,Nikitas,,ΚΥΨΕΛΗ,38.00256,23.7383,Entire home/apt,20,2,31,2018-11-06,0.83,1,69
8525511,A place to relax in the heart of Athens,44892652,Evi,,ΚΟΛΩΝΑΚΙ,37.97708,23.74495,Entire home/apt,35,2,60,2019-03-03,2.83,1,178
8526754,Would you like a garden?,44898482,Cansu,,ΝΕΟΣ ΚΟΣΜΟΣ,37.94995,23.7218,Entire home/apt,25,1,0,,,1,0
8532222,The artistic house / 1min to Metro,44920090,Καίτη,,ΑΝΩ ΠΑΤΗΣΙΑ,38.01899,23.73387,Entire home/apt,31,2,14,2017-11-09,0.33,1,163
8542331,New apartment next to Acropolis 2,2586897,Fenia,,ΖΑΠΠΕΙΟ,37.96699,23.73221,Entire home/apt,50,2,133,2019-03-13,3.15,2,306
8546315,Stylish and cozy studio apartment!,23602733,Zaira,,ΘΗΣΕΙΟ,37.97377,23.71982,Entire home/apt,42,2,159,2019-04-10,3.73,1,286
8551279,cozy and artistic apartment,223226,Soula,,ΓΚΥΖΗ,37.99416,23.74798,Private room,18,2,109,2019-04-09,3.00,2,312
8563554,Beautiful Apt in Athens next Plaka,748818,George,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.96971,23.73065,Entire home/apt,50,2,78,2019-02-17,1.82,76,328
8567406,modern & cozy apartment Neos Kosmos metro station,45088907,Fannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95801,23.73023,Entire home/apt,30,2,110,2019-04-11,2.60,2,338
8574110,50 sq m apartment in Plaka Area,45125561,Dimitris,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9722,23.73396,Entire home/apt,70,1,0,,,1,0
8594460,The Chimney,36618961,Christos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98816,23.73166,Entire home/apt,20,2,123,2019-03-09,3.55,2,270
8607812,κεντρικο μεντερνο κοντα στο μετρο,45285842,Nikolas,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95504,23.71973,Entire home/apt,30,1,0,,,1,0
8608755,Άνετο σπίτι στο κέντρο της Αθήνας,45289847,Chrysoula,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.0001,23.72796,Entire home/apt,35,1,7,2016-09-09,0.16,2,194
8628217,Furnished Apartment Fully Renovate,45380548,Filio,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99525,23.76825,Entire home/apt,40,3,1,2016-10-03,0.03,1,224
8657610,Athens -Feel it like your own home,5222732,Orchidea Monika,,ΚΥΨΕΛΗ,38.00048,23.73914,Entire home/apt,30,2,31,2019-03-20,0.75,3,278
8662271,Kingsize bed in the heart of Athens,32262113,Kostas And Nto,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9869,23.73454,Private room,26,1,2,2016-10-03,0.05,4,364
8670081,nautical house in Athens,45289847,Chrysoula,,ΑΝΩ ΚΥΨΕΛΗ,38.00761,23.73646,Entire home/apt,25,1,5,2016-09-06,0.12,2,358
8678502,Lovely Apartment in Athens-Psychiko,748818,George,,ΕΛΛΗΝΟΡΩΣΩΝ,37.99851,23.77702,Entire home/apt,60,2,7,2019-01-21,0.17,76,350
8680956,70m2 in the heart of city center,45581512,Aggelos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98477,23.73984,Entire home/apt,29,1,57,2019-03-24,1.55,2,211
8691660,Artistic Vintage apartment Downtown,45602577,Maria,,ΣΤΑΔΙΟ,37.96646,23.74319,Private room,60,2,2,2018-11-15,0.06,1,364
8701033,private room at neos kosmos,45088907,Fannis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95766,23.7302,Entire home/apt,23,3,5,2018-07-19,0.12,2,57
8730959,Luxury furnished one-bedroom suite,45811799,George,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99491,23.76675,Entire home/apt,60,30,0,,,1,362
8743945,"Nice bedroom in Athens, Pangrati",21623894,Emily,,ΠΑΓΚΡΑΤΙ,37.96696,23.75241,Private room,20,2,5,2019-03-15,0.12,2,256
8765370,Beaut 2floor studio with garden 5min to sub (NEW),45963030,Dionisis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95661,23.7343,Entire home/apt,23,7,23,2019-02-24,0.90,1,168
8767366,Nostalgia apartment in the center,4781938,Souzanna,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98976,23.72444,Entire home/apt,32,1,153,2019-04-12,4.39,1,249
8788848,Cozy room in the city center,14196927,Kalliopi,,ΠΑΓΚΡΑΤΙ,37.97081,23.74581,Private room,20,3,149,2019-04-05,3.53,1,253
8806684,"Athens Center, 2/BR, Metro Station.",34981181,George & Panagiota,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98599,23.71933,Entire home/apt,35,2,72,2019-04-12,2.09,3,268
8820327,"life is beautiful,beautiful is fun",26811742,Alehandra,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98548,23.74056,Private room,18,1,1,2016-07-08,0.03,1,365
8824752,Urban Downtown Studio,46223963,Dimitris,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95845,23.73513,Entire home/apt,27,1,224,2019-04-04,5.28,8,279
8833447,Cozy apt 7 min walk from Acropolis!,46265522,Zisimos,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96376,23.72457,Entire home/apt,29,1,66,2019-02-17,1.65,1,0
8833510,"Quiet, central, on airport metro & bus line.",46265728,George,,ΙΛΙΣΙΑ,37.97651,23.75282,Entire home/apt,50,2,25,2018-06-29,0.68,1,357
8835412,"Apollo, low budget two room flat",46273460,Michael,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99919,23.72195,Entire home/apt,50,1,0,,,1,365
8835847,"Pleasing home in Ano Petralona, Athens",42979399,Sophia,,ΠΕΤΡΑΛΩΝΑ,37.96792,23.71213,Entire home/apt,35,4,1,2015-12-19,0.02,1,363
8857122,Design Studio in Psirri,34982050,Claire,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97803,23.72398,Entire home/apt,30,2,45,2019-03-16,1.07,3,304
8877871,IN THE SHADOW OF PARTHENON,46164138,Maria,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96878,23.73042,Entire home/apt,80,2,81,2019-04-07,1.92,2,319
8883116,Cozy apartment - Lovely neighborhood,27454450,Aristotelis,,ΣΤΑΔΙΟ,37.96586,23.7436,Entire home/apt,22,2,33,2019-03-19,0.78,1,289
8885920,Studio in Hip Central Neighborhood,46490655,Xenia & Valerian,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96519,23.72488,Entire home/apt,34,2,109,2019-03-09,2.60,1,54
8895560,Studio close to Athens center,46536791,Lucas,,ΓΟΥΔΙ,37.98295,23.75957,Entire home/apt,32,3,66,2018-12-02,1.63,1,285
8907994,Stylish Loft in the Heart of Athens,46593457,Yiannis,,ΘΗΣΕΙΟ,37.97675,23.72157,Entire home/apt,50,2,190,2019-04-08,6.64,1,305
8913269,Apartment in Athens (Ano Patisia),20729903,Dimitris,,ΠΡΟΜΠΟΝΑ,38.02842,23.7378,Entire home/apt,25,4,0,,,1,363
8919942,♥Charming♥ apartment close to metro,2958137,Emilce,,ΑΝΩ ΠΑΤΗΣΙΑ,38.02097,23.73444,Entire home/apt,26,2,123,2019-04-12,3.03,2,65
8926960,152m² homm Mid-century modern apartment in Athens,29927830,"Dimitris, Konstantinos & Sevi",,ΠΕΔΙΟ ΑΡΕΩΣ,37.99616,23.73351,Entire home/apt,39,2,179,2019-04-02,4.90,88,188
8946786,Heritage house in Athens' heart,46765129,Helen,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98099,23.72422,Entire home/apt,50,3,23,2018-09-04,0.55,1,358
8964967,"Α Private room in Gazi, Athens",110619,Stathis,,ΓΚΑΖΙ,37.97664,23.70933,Private room,20,2,2,2017-05-29,0.08,2,201
8966105,chez maria,29641869,Dimitrios,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99051,23.72172,Entire home/apt,25,1,50,2019-01-16,1.19,2,327
8982912,Cozy Studio with Acropolis view - Wonderful area,46931484,Eleni,,ΚΕΡΑΜΕΙΚΟΣ,37.98185,23.71734,Private room,22,3,45,2019-03-18,1.55,1,229
9001504,Sunny central apartmant,46343925,Kallina,,ΑΝΩ ΠΑΤΗΣΙΑ,38.0206,23.73349,Entire home/apt,40,1,1,2015-12-18,0.02,1,0
9016660,Nice art place in Akadimia Platonos,34749315,Natalia,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.98812,23.70789,Private room,20,2,170,2019-03-25,4.02,2,254
9018466,Attic,47087597,Vagelis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98732,23.72202,Entire home/apt,80,1,0,,,1,365
9023252,2BD cosy + unique downtown app.,47107273,Zan,,ΠΑΓΚΡΑΤΙ,37.97153,23.74864,Entire home/apt,50,2,1,2016-02-15,0.03,1,142
9025283,Ваш дом в Афинах,45601992,Donara,,ΣΕΠΟΛΙΑ,38.00296,23.71948,Private room,28,1,1,2015-11-08,0.02,1,0
9029690,Spacious retro house downtown,47134345,Liana,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99186,23.73974,Private room,25,1,0,,,1,0
9037571,"Guesthouse, Student's area & Historic Center",47153455,Athena,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98977,23.73449,Entire home/apt,30,1,9,2018-06-18,0.24,1,344
9055419,"Cosi apartment in the city center,",44176394,Airam,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00177,23.733,Private room,12,1,3,2016-10-24,0.09,1,363
9055820,Boutique Twin,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97795,23.72534,Private room,120,1,0,,,10,365
9055948,Boutique Double,2370772,Sofia,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97858,23.72601,Private room,120,1,0,,,10,365
9067101,Cozy Apartment with Acropolis and Sea View,32660005,Zhou,,ΠΕΔΙΟ ΑΡΕΩΣ,37.99685,23.74173,Entire home/apt,48,3,0,,,1,362
9100860,"Stunning Acropolis View, Loft Apt, Central Athens",47445483,Ioannis,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97752,23.72406,Entire home/apt,149,2,160,2019-04-06,4.06,1,281
9105377,Bedromm in a cozy central apartment,47462208,Andrew,,ΚΟΛΩΝΟΣ,37.98669,23.71593,Private room,35,2,24,2018-07-29,0.69,2,9
9113325,"Beautiful Apartment In Thiseio, close to Classical Sites",11422670,Alex,,ΘΗΣΕΙΟ,37.97448,23.71579,Entire home/apt,55,2,48,2019-04-10,4.88,1,184
9141234,Modern spacious apartment,47606318,Engie,,ΣΤΑΔΙΟ,37.96638,23.74106,Entire home/apt,70,2,15,2018-09-30,0.44,1,365
9159699,Cozy central room,26781396,Maggie,,ΘΗΣΕΙΟ,37.9779,23.72157,Private room,20,2,106,2019-04-09,2.53,1,312
9164870,"Athens Center, Spacious (120m), Quiet Apartment",40613594,Fotini,,ΠΑΓΚΡΑΤΙ,37.97002,23.74865,Entire home/apt,60,2,2,2018-03-27,0.10,1,259
9176077,ATHENStay Loft,47243951,Effrossyni,,ΠΑΤΗΣΙΑ,38.01276,23.7351,Entire home/apt,35,2,18,2018-08-09,0.45,3,180
9178630,Artist's flat in the heart of Athens,47474969,Kyriakos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98658,23.74237,Entire home/apt,50,1,22,2019-01-05,0.55,1,83
9178692,Recently renovated luxurious flat,47762023,Demos,,ΓΟΥΒΑ,37.96038,23.74212,Entire home/apt,50,2,0,,,1,90
9187421,Modern flat in the center of Athens,22050794,Stefanos,,ΙΛΙΣΙΑ,37.97663,23.75671,Entire home/apt,41,2,43,2018-12-14,1.09,1,0
9197175,Quiet zen room 20'on foot from acropolis!,16746551,Maira,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96249,23.71934,Private room,20,1,27,2018-10-31,0.68,3,180
9203875,Cozy studio 1min from metro Attiki,47267002,Tèo,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99824,23.72482,Entire home/apt,23,3,180,2019-04-09,4.47,3,341
9206258,Your home near the Acropolis,47882738,Liberty,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97321,23.73249,Entire home/apt,40,1,185,2019-04-12,4.59,2,187
9212877,ACROPOLIS VIEW - 100% authentic Athens experience,8171630,Stratos,,ΠΕΤΡΑΛΩΝΑ,37.97939,23.71988,Entire home/apt,43,1,91,2019-04-06,2.19,5,359
9223182,Gazi Penthouse,29795728,Alkis,,ΚΕΡΑΜΕΙΚΟΣ,37.98183,23.71568,Entire home/apt,39,2,125,2019-03-31,3.12,5,266
9291989,"Central, stunning view, pr living area &pr balcony",48245392,Alexandra,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98681,23.7434,Private room,27,2,290,2019-04-09,7.08,3,258
9292174,Acropolis View metro Koukaki 5th,27013941,Constantinos Joan,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96096,23.72556,Entire home/apt,33,1,14,2016-10-11,0.38,1,290
9296302,"Acropolis: traveller's nest in lovely, quiet area",48262844,Alexandros,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96587,23.72322,Entire home/apt,50,3,20,2018-10-06,0.49,1,301
9310961,Athens luxury apartment 70m metro,48331146,Vasilika,,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,38.02045,23.72937,Entire home/apt,99,1,22,2018-07-09,0.60,2,311
9337716,Next to Acropolis cozy apartment,48462816,O'Shawn,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97168,23.73212,Entire home/apt,30,1,308,2019-04-08,10.21,5,333
9340986,Athenian Hospitality Best Price!,43425514,Penelope,,ΓΟΥΔΙ,37.9803,23.7578,Entire home/apt,35,2,26,2018-04-30,0.64,1,255
9341776,Kolonaki Art Gallery Converted Grand Loft with Atrium Garden,1119393,Eva,,ΛΥΚΑΒΗΤΤΟΣ,37.98106,23.74676,Entire home/apt,80,1,71,2019-04-10,1.78,2,286
9345057,"Studio Flat, Kolonaki",10205018,Ajay Kumar,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98294,23.75296,Entire home/apt,38,2,18,2019-04-08,0.52,1,364
9370232,Breezy & luminous 75m2 apt near the city center,45001659,Nikos,,ΣΤΑΔΙΟ,37.96386,23.74218,Entire home/apt,48,2,0,,,1,363
9378597,Luxury loft studio apartment,48657880,Tasos,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98182,23.71826,Entire home/apt,41,2,233,2019-04-10,6.41,1,287
9380205,Room in Acropolis-Koukaki,41713704,Eirini,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96282,23.72147,Private room,23,2,0,,,2,0
9391970,POPULAR+QUIET LOCATION IN KOLONAKI,39637150,Chrysa Iro,,ΚΟΛΩΝΑΚΙ,37.97667,23.73617,Entire home/apt,70,2,12,2018-07-20,0.39,1,361
9399780,"friendly, warm room",47649247,Christos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98265,23.73487,Private room,40,1,7,2016-09-17,0.18,1,365
9406903,smartrooms,29945621,Ilias  And  Stefania,,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ,37.99432,23.72199,Entire home/apt,18,1,0,,,3,365
9418261,126 m2 Loft in Center of Athens,22037312,Evangelia,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98593,23.73609,Entire home/apt,59,3,6,2018-10-20,0.15,1,348
9420072,Luxury 170m2 in city center,48450833,Lisa,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9925,23.75888,Entire home/apt,60,3,1,2016-08-30,0.03,1,173
9447094,Central Apartment in Athens - Plaka,25907108,Manos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97491,23.72733,Entire home/apt,127,2,142,2019-04-09,4.09,1,245
9448726,Acropolis apt ideal for groups at Filopappou Hill,31421256,Marina,,ΑΚΡΟΠΟΛΗ,37.96591,23.71408,Entire home/apt,38,1,131,2019-03-17,3.21,7,292
9471586,Sunny Penthouse near centre with Acropolis view,49088727,Akis,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.99026,23.71218,Entire home/apt,42,1,202,2018-11-13,5.98,1,339
9472884,"Charming, fully renovated flat  (AMA (Phone number hidden by Airbnb)",48848330,Spiros & Daphne,,ΛΥΚΑΒΗΤΤΟΣ,37.98019,23.74328,Entire home/apt,36,2,224,2019-04-09,6.20,1,302
9483140,Acropolis Comfy Sunny Penthouse,34116978,Lydia,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96555,23.72975,Private room,28,2,61,2018-11-04,1.49,2,46
9484623,Athens Observatory-Apt with View- Amazing Location,49160146,Βίκη,,ΘΗΣΕΙΟ,37.97402,23.71863,Entire home/apt,35,2,19,2019-01-01,0.54,1,0
9486927,Studio with Loft near Acropolis,32391931,Elena,,ΑΚΡΟΠΟΛΗ,37.96311,23.7188,Entire home/apt,60,2,7,2017-09-03,0.22,2,365
9500123,ACROPOLIS NEXT TO MONASTIRAKI-1,49237257,Iglika,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97601,23.72728,Entire home/apt,49,2,4,2016-07-08,0.11,2,96
9502865,Modern apartmnt 1bd in City center,1621474,Eazybnb Team,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97364,23.73299,Entire home/apt,52,2,114,2019-03-26,2.81,68,312
9504207,Cozy 1 bedroom apartment in Athens!,12253727,Steve,,ΓΟΥΔΙ,37.98175,23.7637,Entire home/apt,35,1,22,2019-04-05,0.55,5,358
